user	hotel
923	26
923	37
923	13
924	47
924	56
924	13
924	37
925	16
925	52
925	56
925	37
925	26
925	43
926	4
926	15
926	24
927	56
927	41
927	49
928	4
928	51
928	41
929	13
929	37
929	39
930	42
930	11
931	10
931	6
932	23
932	65
933	56
933	46
933	34
934	53
934	56
935	37
935	32
935	46
935	34
935	13
935	56
935	49
935	16
935	20
935	17
935	11
935	60
936	49
936	41
936	16
937	60
937	26
937	17
937	63
937	49
938	7
938	15
938	3
939	11
939	55
939	24
939	57
939	29
939	65
939	43
940	60
940	51
940	40
940	13
940	39
941	38
941	16
942	11
942	60
942	56
942	15
943	41
943	5
944	8
944	42
945	63
945	3
946	4
946	37
946	6
946	59
946	63
946	45
947	11
947	53
947	18
947	14
948	56
948	28
949	60
949	2
950	53
950	10
951	39
951	55
952	59
952	48
953	37
953	7
953	56
954	39
954	45
955	66
955	56
955	63
955	26
956	28
956	43
956	17
957	36
957	21
957	1
958	60
958	66
959	23
959	51
960	26
960	41
960	59
961	46
961	17
961	38
961	43
961	41
962	13
962	60
962	46
962	37
962	34
962	26
962	52
962	41
962	40
962	49
962	27
962	54
962	28
962	55
962	18
962	66
962	63
962	39
963	27
963	2
963	9
963	15
963	18
963	56
963	61
963	63
963	17
964	58
964	3
965	8
965	60
966	22
966	23
967	28
967	26
967	60
967	38
968	49
968	56
969	59
969	17
969	48
970	52
970	14
970	51
970	29
971	11
971	56
971	14
972	45
972	15
972	66
973	18
973	32
973	37
974	26
974	56
975	59
975	46
975	7
975	56
975	3
976	13
976	37
977	42
977	39
977	59
977	41
977	62
977	37
977	48
978	24
978	6
979	6
979	51
980	48
980	51
980	26
981	18
981	10
982	56
982	46
982	38
983	47
983	23
983	31
983	30
983	61
984	59
984	13
984	50
984	55
984	2
984	39
984	63
984	65
985	65
985	8
986	59
986	24
986	52
986	3
987	56
987	2
988	31
988	19
989	63
989	56
989	37
990	23
990	8
991	60
991	49
991	41
991	12
992	38
992	60
993	56
993	33
994	56
994	54
994	38
995	33
995	7
995	56
996	11
996	31
996	35
996	56
996	59
996	37
997	17
997	40
998	39
998	59
999	19
999	37
1000	41
1000	12
1000	46
1001	6
1001	57
1001	17
1001	3
1001	60
1002	37
1002	35
1003	60
1003	12
1003	59
1003	20
1003	29
1003	23
1003	17
1003	65
1004	56
1004	37
1005	37
1005	17
1005	39
1005	24
1006	57
1006	56
1006	5
1006	59
1007	51
1007	14
1007	28
1007	10
1007	60
1007	37
1007	30
1007	52
1007	65
1007	1
1007	23
1007	2
1007	50
1007	55
1007	7
1007	48
1007	8
1007	63
1007	18
1007	4
1007	53
1008	28
1008	49
1008	59
1009	3
1009	56
1009	66
1010	4
1010	6
1011	56
1011	17
1012	55
1012	2
1013	13
1013	3
1014	46
1014	13
1015	10
1015	19
1016	56
1016	2
1016	55
1016	11
1017	6
1017	13
1017	4
1017	39
1018	37
1018	16
1018	38
1018	41
1018	60
1018	40
1018	52
1019	13
1019	39
1019	61
1019	60
1020	20
1020	18
1021	56
1021	8
1021	15
1021	59
1022	57
1022	59
1023	17
1023	37
1024	33
1024	62
1025	43
1025	60
1026	29
1026	19
1026	10
1026	8
1027	46
1027	60
1028	26
1028	17
1028	2
1028	46
1029	14
1029	47
1030	56
1030	34
1030	37
1031	36
1031	2
1031	20
1031	47
1031	27
1031	37
1031	59
1031	61
1031	63
1031	11
1032	37
1032	49
1033	39
1033	4
1033	56
1033	60
1034	18
1034	16
1034	17
1035	64
1035	56
1035	61
1035	15
1035	12
1035	54
1035	41
1035	31
1035	8
1035	46
1035	33
1035	51
1035	4
1035	63
1035	37
1036	37
1036	7
1036	41
1036	56
1037	17
1037	47
1037	51
1037	2
1038	2
1038	39
1038	26
1038	28
1038	46
1039	18
1039	30
1039	27
1039	61
1039	24
1040	41
1040	60
1041	26
1041	10
1041	20
1041	13
1041	8
1041	47
1041	1
1041	42
1041	55
1041	27
1041	24
1041	11
1041	39
1041	61
1041	23
1041	6
1041	18
1041	30
1042	37
1042	48
1042	58
1043	60
1043	17
1044	39
1044	14
1044	6
1044	56
1044	3
1045	56
1045	3
1045	64
1045	46
1046	39
1046	56
1047	56
1047	12
1048	41
1048	13
1049	60
1049	39
1050	18
1050	11
1051	2
1051	53
1051	29
1051	55
1052	34
1052	49
1052	38
1052	52
1052	16
1052	64
1052	37
1052	39
1052	54
1053	66
1053	28
1053	39
1053	23
1054	53
1054	17
1055	39
1055	33
1055	58
1055	31
1056	17
1056	56
1057	13
1057	60
1058	14
1058	45
1058	27
1059	29
1059	56
1059	4
1060	37
1060	25
1060	60
1061	57
1061	6
1062	22
1062	10
1062	6
1063	10
1063	9
1063	53
1064	15
1064	60
1064	39
1064	26
1065	34
1065	28
1065	17
1066	4
1066	13
1067	46
1067	56
1067	50
1068	4
1068	47
1068	43
1068	37
1068	17
1068	59
1068	56
1069	66
1069	17
1069	52
1069	37
1069	62
1070	2
1070	61
1070	3
1070	27
1071	27
1071	30
1071	13
1071	54
1072	38
1072	52
1073	37
1073	56
1074	6
1074	21
1074	56
1075	60
1075	43
1075	35
1075	40
1075	56
1075	64
1075	28
1075	37
1075	17
1076	37
1076	11
1076	56
1077	28
1077	63
1077	52
1078	20
1078	6
1079	39
1079	3
1079	24
1080	66
1080	41
1080	56
1081	27
1081	60
1082	33
1082	39
1082	12
1083	12
1083	4
1084	14
1084	12
1084	43
1084	60
1084	51
1084	52
1084	66
1084	42
1084	56
1084	6
1084	13
1084	41
1084	3
1085	66
1085	60
1086	50
1086	12
1087	66
1087	7
1087	42
1087	33
1087	30
1087	24
1088	20
1088	8
1089	10
1089	14
1089	61
1089	39
1090	37
1090	46
1090	60
1090	17
1091	15
1091	62
1091	19
1091	8
1092	24
1092	15
1092	14
1092	62
1093	37
1093	43
1093	26
1093	7
1093	66
1094	17
1094	38
1094	47
1094	61
1095	43
1095	38
1095	56
1095	37
1095	7
1095	32
1096	41
1096	64
1096	59
1097	10
1097	46
1097	8
1098	57
1098	45
1099	9
1099	22
1100	61
1100	39
1101	41
1101	17
1102	6
1102	56
1102	37
1102	18
1103	66
1103	32
1104	19
1104	57
1105	43
1105	60
1106	58
1106	33
1107	13
1107	18
1107	47
1107	5
1107	3
1107	52
1108	28
1108	41
1108	59
1108	60
1108	26
1109	60
1109	52
1109	37
1110	6
1110	60
1110	63
1110	29
1110	52
1110	37
1111	32
1111	35
1111	62
1112	11
1112	56
1113	33
1113	62
1114	34
1114	63
1114	43
1115	47
1115	61
1115	66
1115	45
1116	33
1116	17
1116	7
1116	14
1116	62
1116	12
1116	47
1117	45
1117	20
1117	60
1117	2
1118	36
1118	25
1118	22
1119	56
1119	62
1119	7
1119	33
1120	59
1120	10
1120	39
1121	50
1121	37
1121	26
1121	17
1121	28
1121	35
1121	6
1121	3
1121	41
1121	48
1121	46
1121	15
1121	24
1121	18
1121	60
1121	51
1121	64
1121	56
1121	34
1122	42
1122	3
1123	45
1123	39
1123	24
1124	26
1124	52
1124	56
1125	12
1125	59
1125	6
1126	12
1126	13
1126	41
1126	4
1127	37
1127	17
1128	35
1128	60
1129	46
1129	5
1129	57
1129	19
1129	56
1129	62
1130	22
1130	24
1131	28
1131	39
1132	19
1132	7
1132	4
1132	28
1133	37
1133	48
1134	39
1134	45
1135	20
1135	11
1135	25
1136	52
1136	37
1137	37
1137	56
1137	17
1138	28
1138	60
1139	6
1139	2
1139	14
1140	59
1140	58
1141	6
1141	33
1141	44
1141	66
1142	59
1142	41
1142	12
1142	42
1142	46
1143	56
1143	17
1143	60
1144	50
1144	14
1144	12
1144	13
1144	4
1144	16
1144	29
1144	51
1144	41
1144	48
1145	10
1145	6
1145	57
1145	5
1145	49
1145	13
1146	56
1146	59
1147	63
1147	3
1148	53
1148	65
1148	41
1148	60
1148	4
1149	13
1149	59
1149	16
1149	3
1150	39
1150	18
1150	61
1150	45
1150	17
1151	17
1151	37
1151	38
1151	43
1151	64
1151	34
1152	45
1152	2
1152	4
1152	39
1152	17
1153	48
1153	37
1153	43
1153	17
1153	60
1154	63
1154	3
1155	24
1155	52
1155	3
1156	11
1156	6
1156	9
1156	46
1156	56
1157	38
1157	54
1157	63
1157	35
1157	46
1158	25
1158	23
1158	4
1158	15
1158	57
1158	53
1159	56
1159	38
1159	17
1159	43
1160	19
1160	12
1160	40
1161	6
1161	37
1162	10
1162	53
1163	7
1163	59
1163	64
1163	26
1164	45
1164	57
1165	39
1165	6
1166	24
1166	46
1166	13
1166	3
1166	52
1166	35
1167	65
1167	21
1167	14
1168	53
1168	11
1168	3
1168	15
1168	10
1169	2
1169	47
1169	39
1170	41
1170	38
1171	62
1171	47
1172	42
1172	18
1172	6
1172	23
1173	26
1173	56
1174	24
1174	15
1174	8
1175	33
1175	59
1176	39
1176	24
1176	30
1177	44
1177	19
1177	26
1178	27
1178	39
1178	61
1178	55
1179	38
1179	56
1180	41
1180	59
1180	63
1181	56
1181	37
1181	55
1181	38
1181	17
1182	13
1182	2
1182	3
1183	35
1183	10
1184	11
1184	6
1184	61
1184	8
1184	22
1184	18
1185	37
1185	2
1185	60
1185	47
1185	15
1186	37
1186	46
1187	15
1187	59
1187	18
1187	2
1187	11
1188	56
1188	55
1188	39
1188	17
1189	6
1189	36
1189	18
1189	39
1189	13
1189	1
1189	3
1189	28
1189	24
1189	45
1189	60
1190	60
1190	59
1191	62
1191	17
1191	15
1191	5
1191	48
1191	13
1191	39
1191	56
1191	52
1191	26
1191	7
1191	32
1191	41
1191	66
1191	18
1192	11
1192	61
1192	2
1192	56
1193	43
1193	56
1194	38
1194	37
1194	56
1194	17
1195	61
1195	17
1195	55
1195	39
1195	49
1196	46
1196	15
1196	12
1196	4
1196	56
1197	4
1197	6
1198	49
1198	23
1198	58
1199	38
1199	17
1200	39
1200	66
1200	20
1200	63
1201	63
1201	17
1201	49
1201	46
1201	38
1201	64
1202	4
1202	13
1203	56
1203	32
1204	41
1204	4
1205	56
1205	13
1206	26
1206	18
1206	17
1206	47
1206	3
1206	39
1206	41
1206	62
1206	55
1206	43
1206	45
1206	66
1207	44
1207	5
1208	27
1208	13
1208	17
1208	60
1208	55
1209	61
1209	34
1210	19
1210	57
1210	10
1211	39
1211	56
1211	3
1211	28
1211	45
1211	24
1211	6
1211	65
1211	8
1212	58
1212	15
1212	33
1212	3
1212	4
1212	5
1212	16
1212	19
1213	52
1213	23
1213	24
1214	41
1214	46
1214	56
1214	16
1215	17
1215	46
1216	41
1216	55
1216	32
1216	35
1217	37
1217	35
1217	64
1217	56
1217	41
1218	17
1218	46
1219	63
1219	24
1219	58
1219	40
1219	13
1219	51
1219	29
1219	3
1220	59
1220	9
1221	3
1221	66
1221	23
1221	28
1222	33
1222	37
1222	63
1223	51
1223	41
1223	33
1224	6
1224	1
1224	29
1224	15
1224	7
1225	10
1225	21
1225	19
1225	53
1225	6
1226	39
1226	2
1226	55
1226	18
1226	45
1226	14
1226	10
1226	15
1226	19
1226	57
1226	20
1227	56
1227	17
1227	37
1228	18
1228	2
1228	39
1228	6
1228	45
1228	14
1229	41
1229	12
1229	4
1230	38
1230	50
1231	58
1231	26
1231	7
1231	48
1232	66
1232	26
1233	3
1233	56
1234	6
1234	37
1235	2
1235	60
1235	38
1236	52
1236	37
1236	18
1236	49
1236	55
1236	53
1236	2
1237	17
1237	60
1238	46
1238	59
1239	38
1239	35
1239	56
1239	37
1240	59
1240	33
1240	12
1241	28
1241	63
1242	17
1242	60
1243	17
1243	56
1244	41
1244	60
1244	27
1245	4
1245	2
1245	61
1245	12
1246	59
1246	49
1247	2
1247	45
1247	55
1247	38
1247	39
1247	66
1247	47
1247	23
1247	65
1248	64
1248	38
1249	54
1249	38
1249	37
1250	37
1250	56
1251	39
1251	60
1251	18
1252	13
1252	26
1252	3
1253	4
1253	9
1253	27
1253	55
1253	6
1253	44
1254	4
1254	56
1254	61
1254	55
1254	10
1254	15
1254	39
1254	7
1254	60
1255	63
1255	57
1255	5
1255	24
1255	18
1256	50
1256	17
1256	43
1256	34
1256	56
1257	24
1257	25
1258	56
1258	17
1258	26
1258	38
1258	19
1258	37
1258	32
1258	54
1258	46
1258	5
1258	43
1258	52
1258	60
1259	30
1259	56
1259	17
1259	45
1259	39
1259	46
1259	26
1259	47
1259	57
1259	66
1259	37
1259	2
1259	11
1259	43
1259	49
1259	60
1259	7
1259	52
1259	59
1259	61
1260	56
1260	3
1260	46
1261	39
1261	47
1262	59
1262	56
1262	17
1262	37
1262	39
1262	2
1263	37
1263	18
1264	11
1264	3
1264	52
1264	23
1264	53
1265	66
1265	37
1266	54
1266	37
1267	37
1267	2
1268	39
1268	29
1269	40
1269	66
1269	56
1270	57
1270	5
1271	26
1271	63
1271	17
1271	40
1272	29
1272	47
1273	60
1273	38
1274	38
1274	56
1274	64
1275	16
1275	17
1276	37
1276	34
1276	60
1276	50
1277	23
1277	65
1278	2
1278	15
1278	3
1278	56
1279	17
1279	19
1279	46
1280	15
1280	45
1281	14
1281	7
1281	24
1282	37
1282	33
1283	17
1283	43
1283	56
1284	45
1284	37
1284	39
1284	2
1285	51
1285	28
1285	24
1285	39
1286	47
1286	61
1286	18
1286	39
1286	2
1286	55
1287	57
1287	61
1288	66
1288	3
1289	39
1289	15
1290	53
1290	55
1291	49
1291	10
1291	23
1292	47
1292	15
1292	11
1292	39
1292	59
1292	17
1293	17
1293	37
1294	8
1294	39
1295	47
1295	30
1295	13
1296	15
1296	61
1296	60
1296	66
1296	50
1297	26
1297	56
1297	5
1297	51
1298	60
1298	18
1299	26
1299	37
1299	38
1300	39
1300	49
1300	17
1301	56
1301	17
1302	54
1302	64
1302	38
1303	24
1303	14
1303	20
1303	53
1304	28
1304	4
1305	41
1305	12
1306	24
1306	66
1306	13
1306	39
1306	2
1307	52
1307	26
1307	16
1307	3
1308	59
1308	12
1308	4
1308	15
1309	2
1309	23
1309	37
1310	57
1310	19
1311	46
1311	4
1311	15
1311	41
1312	65
1312	23
1313	58
1313	48
1314	46
1314	52
1315	56
1315	37
1315	60
1316	56
1316	57
1316	5
1317	19
1317	62
1318	64
1318	17
1319	22
1319	6
1320	24
1320	25
1320	59
1320	63
1321	29
1321	8
1321	23
1322	60
1322	56
1323	34
1323	26
1323	39
1323	40
1323	32
1323	24
1323	28
1323	42
1323	59
1323	47
1323	18
1323	66
1323	13
1323	65
1323	7
1323	30
1323	3
1323	63
1323	6
1324	60
1324	37
1325	33
1325	45
1325	12
1325	41
1325	30
1325	34
1325	17
1325	60
1326	38
1326	46
1327	45
1327	51
1328	3
1328	14
1329	55
1329	11
1329	17
1329	2
1329	60
1329	19
1329	5
1330	35
1330	26
1330	49
1331	12
1331	13
1332	17
1332	56
1333	16
1333	64
1333	34
1333	41
1333	46
1333	28
1334	36
1334	33
1334	7
1334	4
1334	46
1334	24
1334	56
1334	37
1334	13
1334	14
1335	39
1335	18
1335	17
1335	38
1335	56
1336	37
1336	14
1336	39
1336	49
1337	26
1337	52
1338	56
1338	63
1339	41
1339	56
1339	13
1339	49
1339	43
1339	17
1339	38
1339	26
1340	3
1340	13
1341	37
1341	54
1341	14
1341	6
1342	42
1342	6
1343	47
1343	59
1344	37
1344	60
1344	43
1344	17
1345	3
1345	56
1345	37
1345	38
1346	24
1346	27
1347	53
1347	6
1348	56
1348	37
1349	66
1349	56
1349	20
1349	28
1349	61
1349	45
1349	13
1349	17
1349	55
1349	11
1349	2
1350	6
1350	51
1350	39
1351	63
1351	56
1352	63
1352	28
1353	4
1353	41
1353	35
1354	7
1354	56
1354	26
1354	2
1354	46
1355	57
1355	18
1355	6
1356	3
1356	60
1357	38
1357	37
1358	37
1358	17
1359	49
1359	40
1360	11
1360	15
1360	61
1361	45
1361	39
1361	18
1362	52
1362	16
1362	12
1363	16
1363	27
1363	13
1364	18
1364	6
1364	10
1364	14
1365	14
1365	60
1365	24
1366	8
1366	18
1366	2
1366	14
1366	39
1366	55
1366	61
1366	11
1366	27
1366	6
1367	52
1367	32
1367	60
1367	17
1367	6
1367	66
1367	39
1367	56
1367	50
1367	43
1368	60
1368	56
1369	56
1369	17
1370	28
1370	63
1370	26
1370	37
1370	56
1370	60
1370	7
1371	53
1371	65
1372	5
1372	16
1372	51
1372	23
1372	56
1372	60
1373	45
1373	13
1373	57
1373	19
1373	41
1374	66
1374	56
1374	60
1374	52
1374	59
1374	63
1374	43
1375	58
1375	45
1375	18
1375	32
1376	52
1376	60
1376	37
1376	43
1376	34
1376	56
1376	18
1377	13
1377	16
1377	60
1378	15
1378	65
1379	10
1379	13
1380	38
1380	17
1380	56
1381	3
1381	34
1382	61
1382	2
1383	2
1383	43
1383	60
1383	17
1384	8
1384	60
1385	60
1385	16
1386	23
1386	36
1386	13
1386	25
1386	27
1387	34
1387	66
1387	37
1388	6
1388	39
1389	52
1389	55
1389	24
1389	56
1390	45
1390	55
1391	5
1391	51
1392	12
1392	41
1393	14
1393	13
1394	61
1394	23
1394	27
1394	2
1395	24
1395	10
1395	62
1395	14
1395	59
1395	4
1395	31
1396	37
1396	6
1396	14
1397	54
1397	57
1397	4
1397	53
1397	19
1397	6
1398	56
1398	19
1398	57
1399	7
1399	58
1400	65
1400	62
1400	63
1400	23
1401	64
1401	54
1402	56
1402	6
1402	45
1402	23
1402	3
1403	28
1403	63
1403	52
1404	41
1404	56
1404	32
1405	13
1405	4
1406	66
1406	37
1406	63
1406	38
1406	56
1406	39
1407	60
1407	66
1407	13
1407	61
1407	48
1407	45
1407	17
1407	15
1407	39
1408	43
1408	56
1408	37
1408	60
1408	64
1409	6
1409	33
1409	2
1410	19
1410	44
1411	13
1411	6
1412	48
1412	37
1412	23
1413	41
1413	28
1413	4
1413	18
1413	15
1414	13
1414	26
1415	43
1415	49
1415	14
1415	6
1415	26
1415	66
1415	52
1415	12
1415	60
1415	59
1415	17
1416	16
1416	59
1416	17
1417	50
1417	49
1418	26
1418	17
1419	60
1419	2
1419	57
1419	17
1419	56
1419	39
1420	19
1420	7
1420	49
1420	55
1421	59
1421	60
1421	56
1421	39
1421	2
1421	31
1422	56
1422	60
1423	39
1423	20
1424	49
1424	6
1425	61
1425	23
1425	64
1425	10
1426	24
1426	39
1427	14
1427	4
1427	60
1427	7
1427	56
1427	28
1427	52
1428	62
1428	2
1428	39
1428	29
1428	55
1428	53
1428	37
1428	6
1428	4
1428	35
1429	14
1429	24
1429	31
1430	17
1430	37
1431	21
1431	56
1431	17
1432	16
1432	49
1433	53
1433	59
1433	41
1433	31
1434	30
1434	2
1434	45
1434	37
1434	56
1435	45
1435	63
1435	52
1435	6
1435	37
1436	4
1436	3
1436	51
1437	34
1437	10
1438	21
1438	10
1438	14
1438	8
1438	47
1438	20
1438	53
1438	57
1439	4
1439	66
1439	17
1440	41
1440	26
1440	12
1440	17
1440	4
1440	56
1440	53
1440	46
1440	50
1441	53
1441	49
1441	58
1441	6
1442	32
1442	56
1442	46
1442	37
1442	15
1442	4
1443	11
1443	20
1443	21
1444	34
1444	66
1444	37
1444	63
1444	49
1445	63
1445	56
1446	47
1446	26
1446	14
1446	53
1446	24
1446	39
1446	37
1447	61
1447	45
1447	7
1447	6
1447	55
1447	18
1447	58
1447	57
1447	53
1448	59
1448	12
1448	61
1449	37
1449	46
1449	35
1449	56
1449	60
1449	17
1449	26
1449	15
1449	63
1449	3
1450	28
1450	6
1450	66
1450	17
1451	2
1451	39
1451	60
1452	66
1452	39
1452	4
1453	26
1453	66
1454	2
1454	56
1454	66
1454	14
1454	17
1454	55
1454	18
1454	41
1455	18
1455	45
1456	18
1456	17
1456	11
1456	60
1456	20
1456	39
1457	63
1457	24
1458	35
1458	66
1459	37
1459	56
1459	40
1460	40
1460	38
1460	35
1460	56
1460	66
1460	50
1460	64
1461	37
1461	28
1461	11
1462	60
1462	37
1462	56
1463	22
1463	21
1463	18
1463	10
1463	20
1464	55
1464	41
1464	16
1464	12
1464	17
1465	3
1465	48
1466	56
1466	17
1467	15
1467	38
1468	66
1468	57
1468	37
1468	62
1468	7
1468	18
1468	60
1469	56
1469	35
1470	2
1470	39
1470	66
1471	37
1471	62
1472	30
1472	25
1472	61
1473	56
1473	63
1473	57
1473	31
1473	60
1473	6
1474	37
1474	7
1474	17
1474	51
1474	62
1475	29
1475	57
1476	31
1476	14
1477	44
1477	53
1477	59
1477	2
1477	47
1477	57
1477	18
1477	14
1478	13
1478	28
1478	49
1478	46
1478	32
1479	6
1479	17
1479	56
1479	60
1480	17
1480	38
1480	63
1480	41
1481	4
1481	56
1482	60
1482	17
1482	39
1483	45
1483	2
1484	18
1484	39
1484	13
1485	26
1485	37
1486	17
1486	56
1487	66
1487	48
1488	17
1488	46
1488	37
1489	56
1489	37
1490	56
1490	4
1490	66
1491	56
1491	60
1491	43
1491	49
1492	41
1492	17
1492	36
1492	56
1492	37
1492	43
1493	43
1493	56
1493	60
1494	60
1494	51
1494	66
1494	17
1495	36
1495	53
1495	2
1496	14
1496	6
1496	42
1496	15
1497	55
1497	52
1497	43
1497	56
1497	39
1497	17
1497	30
1497	2
1497	45
1497	26
1497	41
1497	66
1498	60
1498	26
1498	56
1498	37
1499	17
1499	60
1499	56
1499	37
1500	11
1500	60
1500	56
1500	2
1501	34
1501	24
1502	60
1502	38
1503	66
1503	42
1504	64
1504	56
1504	60
1505	66
1505	17
1505	60
1506	37
1506	43
1506	38
1506	56
1507	64
1507	63
1508	60
1508	2
1508	37
1508	18
1509	48
1509	56
1509	46
1509	17
1510	24
1510	39
1511	56
1511	37
1512	46
1512	60
1513	13
1513	41
1513	24
1513	4
1513	12
1513	42
1514	35
1514	17
1514	37
1515	4
1515	12
1515	13
1515	46
1516	61
1516	18
1517	56
1517	64
1518	15
1518	41
1519	18
1519	29
1520	62
1520	41
1521	60
1521	17
1522	41
1522	7
1522	62
1523	28
1523	6
1524	4
1524	66
1524	39
1524	12
1524	28
1524	6
1524	63
1524	33
1524	15
1524	37
1524	60
1524	49
1524	26
1524	29
1524	51
1524	50
1524	17
1524	45
1524	55
1524	24
1524	34
1524	62
1524	1
1524	7
1524	41
1524	61
1524	56
1524	57
1524	59
1524	3
1524	53
1524	14
1524	65
1524	32
1524	16
1524	47
1524	46
1524	23
1524	13
1525	23
1525	7
1525	26
1525	66
1526	61
1526	28
1527	52
1527	64
1527	63
1528	27
1528	2
1529	5
1529	40
1530	34
1530	18
1530	16
1530	41
1530	60
1530	32
1530	54
1531	30
1531	10
1531	56
1531	22
1531	9
1531	8
1531	17
1532	27
1532	10
1532	24
1532	57
1532	61
1532	45
1532	13
1532	30
1532	49
1532	8
1533	57
1533	55
1534	2
1534	57
1534	18
1535	55
1535	39
1536	28
1536	60
1536	56
1536	45
1537	60
1537	15
1538	62
1538	5
1538	15
1539	4
1539	37
1539	15
1539	17
1540	26
1540	43
1541	4
1541	37
1541	13
1541	60
1541	59
1541	16
1542	38
1542	58
1542	17
1542	37
1543	17
1543	52
1543	26
1543	60
1543	4
1543	37
1543	64
1543	16
1543	62
1544	18
1544	62
1544	48
1545	42
1545	2
1545	47
1546	45
1546	39
1546	2
1546	60
1546	15
1547	56
1547	50
1547	17
1548	46
1548	63
1549	37
1549	56
1549	38
1550	62
1550	48
1551	53
1551	42
1551	39
1552	12
1552	46
1552	61
1552	50
1552	13
1552	55
1552	16
1552	60
1552	59
1553	57
1553	29
1554	64
1554	52
1555	56
1555	13
1556	17
1556	3
1556	45
1556	60
1557	11
1557	65
1557	27
1557	2
1557	39
1557	57
1557	63
1558	32
1558	62
1559	56
1559	41
1560	13
1560	39
1560	11
1561	56
1561	17
1562	5
1562	57
1563	62
1563	56
1563	41
1564	6
1564	48
1565	24
1565	6
1566	49
1566	12
1566	52
1566	59
1566	63
1566	15
1567	57
1567	44
1568	52
1568	12
1568	48
1569	17
1569	6
1570	11
1570	36
1570	28
1570	2
1571	55
1571	26
1571	2
1571	66
1571	7
1572	28
1572	13
1573	46
1573	16
1574	13
1574	23
1574	3
1574	55
1575	53
1575	63
1576	49
1576	59
1577	32
1577	43
1578	63
1578	11
1578	50
1578	6
1578	61
1578	1
1578	31
1578	53
1578	35
1578	57
1578	49
1579	56
1579	38
1579	17
1579	60
1579	37
1580	37
1580	39
1580	17
1581	45
1581	52
1581	13
1581	56
1582	59
1582	21
1582	12
1583	37
1583	56
1583	17
1584	37
1584	56
1585	41
1585	14
1586	53
1586	2
1586	13
1587	13
1587	1
1587	23
1587	56
1587	19
1587	3
1588	2
1588	46
1588	56
1588	35
1588	60
1589	38
1589	6
1589	56
1589	60
1590	62
1590	56
1591	7
1591	57
1592	37
1592	60
1592	56
1592	17
1593	32
1593	10
1593	56
1594	56
1594	40
1594	17
1594	2
1594	48
1594	39
1595	26
1595	47
1595	43
1595	2
1595	14
1595	52
1595	56
1595	3
1595	28
1595	58
1595	18
1596	14
1596	18
1597	65
1597	23
1598	6
1598	18
1599	57
1599	11
1599	27
1600	56
1600	37
1601	39
1601	6
1602	57
1602	16
1602	19
1602	39
1603	60
1603	59
1604	4
1604	46
1605	24
1605	63
1605	66
1606	24
1606	26
1607	33
1607	53
1607	51
1608	57
1608	19
1609	36
1609	6
1609	59
1609	42
1609	21
1610	7
1610	35
1610	62
1610	4
1610	1
1610	5
1611	13
1611	15
1612	41
1612	4
1612	56
1612	12
1612	46
1613	53
1613	65
1614	66
1614	7
1614	57
1614	39
1614	5
1614	45
1614	14
1614	18
1614	4
1614	2
1614	11
1615	49
1615	42
1615	33
1615	55
1615	39
1615	50
1615	13
1615	64
1615	66
1615	5
1615	4
1615	47
1615	6
1615	62
1615	63
1615	15
1615	41
1616	41
1616	26
1616	54
1616	40
1616	64
1616	66
1616	38
1616	60
1616	37
1616	49
1617	43
1617	26
1618	34
1618	10
1619	6
1619	61
1619	59
1619	55
1619	50
1619	9
1619	11
1619	39
1620	14
1620	48
1620	50
1620	16
1620	58
1620	55
1620	36
1620	65
1620	10
1620	62
1620	17
1620	29
1620	34
1620	53
1620	47
1620	23
1620	30
1620	9
1620	2
1620	18
1620	1
1620	42
1621	2
1621	27
1621	6
1621	18
1622	43
1622	17
1623	3
1623	37
1623	60
1624	2
1624	59
1624	13
1624	18
1624	56
1624	45
1624	15
1624	6
1625	15
1625	16
1626	13
1626	27
1626	11
1627	53
1627	21
1627	10
1627	14
1628	10
1628	46
1629	61
1629	17
1629	57
1629	56
1629	45
1630	55
1630	13
1630	24
1630	6
1630	2
1630	23
1630	18
1630	30
1631	57
1631	31
1632	12
1632	41
1632	56
1633	62
1633	56
1633	33
1633	7
1633	63
1633	37
1634	10
1634	55
1635	39
1635	8
1635	2
1636	2
1636	37
1636	57
1636	45
1636	47
1636	39
1636	51
1636	56
1637	56
1637	15
1638	7
1638	5
1638	13
1638	62
1639	37
1639	56
1640	6
1640	59
1640	56
1640	37
1640	66
1640	39
1640	63
1641	17
1641	43
1641	35
1641	7
1641	59
1641	50
1641	39
1641	38
1641	66
1641	60
1641	26
1642	65
1642	13
1642	23
1643	59
1643	58
1643	28
1644	56
1644	55
1644	57
1644	18
1644	39
1644	14
1644	66
1645	14
1645	60
1645	17
1646	3
1646	66
1646	58
1646	24
1646	52
1646	63
1647	6
1647	20
1648	39
1648	50
1649	2
1649	35
1649	39
1650	17
1650	16
1650	40
1650	18
1650	12
1650	59
1650	55
1650	49
1650	41
1651	56
1651	65
1652	66
1652	6
1652	26
1652	55
1652	49
1652	28
1652	56
1652	25
1652	47
1652	59
1652	45
1652	18
1652	11
1652	14
1652	8
1652	7
1652	2
1652	3
1653	17
1653	4
1653	60
1654	34
1654	40
1655	40
1655	43
1655	52
1656	39
1656	45
1656	32
1657	41
1657	50
1658	59
1658	56
1659	46
1659	35
1659	58
1659	26
1659	13
1659	11
1659	2
1659	50
1659	56
1659	60
1659	39
1659	66
1659	61
1659	55
1660	17
1660	63
1660	66
1661	41
1661	60
